10.0.2.16;35.190.88.7;57828;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;sessions.bugsnag.com;0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.139;51812;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;ipv4-c021-vie001-ix.1.oca.nflxvideo.net;0x0000fafa,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.139;51814;443;1;0x00000303;19018,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,2570,21;ipv4-c021-vie001-ix.1.oca.nflxvideo.net;0x00005a5a,0x0000001d,0x00000017,0x00000018;0
45.57.16.139;10.0.2.16;443;51812;2;0x00000303;4865;43,51;;;
45.57.16.139;10.0.2.16;443;51814;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.156;46136;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,6682,21;ipv4-c050-vie001-ix.1.oca.nflxvideo.net;0x00003a3a,0x0000001d,0x00000017,0x00000018;0
45.57.16.156;10.0.2.16;443;46136;2;0x00000303;4865;43,51;;;
10.0.2.16;35.190.88.7;57946;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;sessions.bugsnag.com;0x0000001d,0x00000017,0x00000018;0
35.190.88.7;10.0.2.16;443;57946;2;0x00000303;4865;51,43;;;
10.0.2.16;52.211.240.52;37338;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138,21;android-appboot.netflix.com;0x00006a6a,0x0000001d,0x00000017,0x00000018;0
52.211.240.52;10.0.2.16;443;37338;2;0x00000303;49199;65281,11;;;0,1,2
10.0.2.16;54.170.173.133;36090;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;51914,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,21;android-h2.prod.ftl.netflix.com;0x0000caca,0x0000001d,0x00000017,0x00000018;0
54.170.173.133;10.0.2.16;443;36090;2;0x00000303;4865;51,43;;;
10.0.2.16;99.81.251.69;38970;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;android.prod.cloud.netflix.com;0x00006a6a,0x0000001d,0x00000017,0x00000018;0
99.81.251.69;10.0.2.16;443;38970;2;0x00000303;4865;51,43;;;
10.0.2.16;45.57.16.153;55570;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;occ-0-1490-1489.1.nflxso.net;0x00006a6a,0x0000001d,0x00000017,0x00000018;0
45.57.16.153;10.0.2.16;443;55570;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.153;55572;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,41;occ-0-1490-1489.1.nflxso.net;0x00000a0a,0x0000001d,0x00000017,0x00000018;0
45.57.16.153;10.0.2.16;443;55572;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.16.153;55574;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,41;occ-0-1490-1489.1.nflxso.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.153;55576;443;1;0x00000303;23130,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;occ-0-1490-1489.1.nflxso.net;0x00003a3a,0x0000001d,0x00000017,0x00000018;0
45.57.16.153;10.0.2.16;443;55576;2;0x00000303;4865;43,51;;;
45.57.16.153;10.0.2.16;443;55574;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.16.153;55578;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;43690,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,41;occ-0-1490-1489.1.nflxso.net;0x00005a5a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.153;55580;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,10794,41;occ-0-1490-1489.1.nflxso.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
45.57.16.153;10.0.2.16;443;55580;2;0x00000303;4865;43,51,41;;;
45.57.16.153;10.0.2.16;443;55578;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.16.131;36690;443;1;0x00000303;64250,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;ipv4-c002-vie001-ix.1.oca.nflxvideo.net;0x00007a7a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.131;36692;443;1;0x00000303;10794,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,47802,21;ipv4-c002-vie001-ix.1.oca.nflxvideo.net;0x0000dada,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.149;38900;443;1;0x00000303;60138,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,39578,21;ipv4-c040-vie001-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
45.57.16.131;10.0.2.16;443;36690;2;0x00000303;4865;43,51;;;
45.57.16.131;10.0.2.16;443;36692;2;0x00000303;4865;43,51;;;
45.57.17.149;10.0.2.16;443;38900;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.142;38066;443;1;0x00000303;60138,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,2570,21;ipv4-c024-vie001-ix.1.oca.nflxvideo.net;0x0000baba,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.142;38068;443;1;0x00000303;56026,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,2570,21;ipv4-c024-vie001-ix.1.oca.nflxvideo.net;0x00004a4a,0x0000001d,0x00000017,0x00000018;0
45.57.16.142;10.0.2.16;443;38066;2;0x00000303;4865;43,51;;;
45.57.16.142;10.0.2.16;443;38068;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.130;36892;443;1;0x00000303;19018,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;64250,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138,21;ipv4-c001-vie001-ix.1.oca.nflxvideo.net;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0
45.57.16.130;10.0.2.16;443;36892;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.130;36894;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,41;ipv4-c001-vie001-ix.1.oca.nflxvideo.net;0x00000a0a,0x0000001d,0x00000017,0x00000018;0
45.57.16.130;10.0.2.16;443;36894;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.16.130;36896;443;1;0x00000303;64250,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;60138,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,41;ipv4-c001-vie001-ix.1.oca.nflxvideo.net;0x0000dada,0x0000001d,0x00000017,0x00000018;0
45.57.16.130;10.0.2.16;443;36896;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.17.139;36344;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,43690,21;ipv4-c017-vie001-ix.1.oca.nflxvideo.net;0x00009a9a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.139;36346;443;1;0x00000303;10794,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;23130,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,19018,21;ipv4-c017-vie001-ix.1.oca.nflxvideo.net;0x00004a4a,0x0000001d,0x00000017,0x00000018;0
45.57.17.139;10.0.2.16;443;36344;2;0x00000303;4865;43,51;;;
45.57.17.139;10.0.2.16;443;36346;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.132;51822;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;43690,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c006-vie001-ix.1.oca.nflxvideo.net;0x00005a5a,0x0000001d,0x00000017,0x00000018;0
45.57.17.132;10.0.2.16;443;51822;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.132;51820;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,6682,41;ipv4-c006-vie001-ix.1.oca.nflxvideo.net;0x0000baba,0x0000001d,0x00000017,0x00000018;0
45.57.17.132;10.0.2.16;443;51820;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.17.147;35336;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,35466,21;ipv4-c038-vie001-ix.1.oca.nflxvideo.net;0x00009a9a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.147;35338;443;1;0x00000303;56026,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,23130,21;ipv4-c038-vie001-ix.1.oca.nflxvideo.net;0x00003a3a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.147;35340;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;64250,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,60138,21;ipv4-c038-vie001-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
45.57.17.147;10.0.2.16;443;35336;2;0x00000303;4865;43,51;;;
45.57.17.147;10.0.2.16;443;35338;2;0x00000303;4865;43,51;;;
45.57.17.147;10.0.2.16;443;35340;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.155;53408;443;1;0x00000303;14906,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,35466,21;ipv4-c055-vie001-ix.1.oca.nflxvideo.net;0x0000baba,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.137;58580;443;1;0x00000303;19018,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;23130,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,47802,21;ipv4-c015-vie001-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
45.57.17.137;10.0.2.16;443;58580;2;0x00000303;4865;43,51;;;
45.57.17.155;10.0.2.16;443;53408;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.137;58582;443;1;0x00000303;60138,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;14906,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,27242,41;ipv4-c015-vie001-ix.1.oca.nflxvideo.net;0x0000caca,0x0000001d,0x00000017,0x00000018;0
45.57.17.137;10.0.2.16;443;58582;2;0x00000303;4865;43,51,41;;;
10.0.2.16;35.190.88.7;58002;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;sessions.bugsnag.com;0x0000001d,0x00000017,0x00000018;0
35.190.88.7;10.0.2.16;443;58002;2;0x00000303;4865;51,43;;;
10.0.2.16;52.214.19.232;36760;443;1;0x00000303;51914,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,2570,21;android-appboot.netflix.com;0x0000fafa,0x0000001d,0x00000017,0x00000018;0
52.214.19.232;10.0.2.16;443;36760;2;0x00000303;49199;65281,11;;;0,1,2
10.0.2.16;34.252.42.104;42660;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,10794,21;android-h2.prod.ftl.netflix.com;0x00003a3a,0x0000001d,0x00000017,0x00000018;0
34.252.42.104;10.0.2.16;443;42660;2;0x00000303;4865;51,43;;;
10.0.2.16;54.170.173.133;36148;443;1;0x00000303;19018,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;android.prod.cloud.netflix.com;0x0000caca,0x0000001d,0x00000017,0x00000018;0
54.170.173.133;10.0.2.16;443;36148;2;0x00000303;4865;51,43;;;
10.0.2.16;45.57.16.156;46202;443;1;0x00000303;27242,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,23130,21;occ-0-1490-1489.1.nflxso.net;0x0000caca,0x0000001d,0x00000017,0x00000018;0
45.57.16.156;10.0.2.16;443;46202;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.156;46204;443;1;0x00000303;35466,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,27242,41;occ-0-1490-1489.1.nflxso.net;0x0000caca,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.156;46206;443;1;0x00000303;35466,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,39578,41;occ-0-1490-1489.1.nflxso.net;0x0000fafa,0x0000001d,0x00000017,0x00000018;0
45.57.16.156;10.0.2.16;443;46204;2;0x00000303;4865;43,51,41;;;
45.57.16.156;10.0.2.16;443;46206;2;0x00000303;4865;43,51,41;;;
10.0.2.16;45.57.74.186;43272;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,2570,21;ipv4-c105-fra002-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.186;43276;443;1;0x00000303;60138,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;60138,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;ipv4-c105-fra002-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.186;43274;443;1;0x00000303;23130,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,19018,21;ipv4-c105-fra002-ix.1.oca.nflxvideo.net;0x00006a6a,0x0000001d,0x00000017,0x00000018;0
45.57.74.186;10.0.2.16;443;43272;2;0x00000303;4865;43,51;;;
45.57.74.186;10.0.2.16;443;43276;2;0x00000303;4865;43,51;;;
45.57.74.186;10.0.2.16;443;43274;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.74.148;50816;443;1;0x00000303;39578,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;10794,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,27242,21;ipv4-c034-fra002-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.74.148;50818;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;64250,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,27242,21;ipv4-c034-fra002-ix.1.oca.nflxvideo.net;0x00006a6a,0x0000001d,0x00000017,0x00000018;0
45.57.74.148;10.0.2.16;443;50816;2;0x00000303;4865;43,51;;;
45.57.74.148;10.0.2.16;443;50818;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.17.143;48168;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,39578,21;ipv4-c028-vie001-ix.1.oca.nflxvideo.net;0x00007a7a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.17.143;48170;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,6682,21;ipv4-c028-vie001-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
45.57.17.143;10.0.2.16;443;48168;2;0x00000303;4865;43,51;;;
45.57.17.143;10.0.2.16;443;48170;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.74.199;37904;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,56026,21;ipv4-c128-fra002-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
45.57.74.199;10.0.2.16;443;37904;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.138;45594;443;1;0x00000303;2570,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;14906,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,23130,21;ipv4-c020-vie001-ix.1.oca.nflxvideo.net;0x00009a9a,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.16.138;45596;443;1;0x00000303;10794,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;23130,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;ipv4-c020-vie001-ix.1.oca.nflxvideo.net;0x00002a2a,0x0000001d,0x00000017,0x00000018;0
45.57.16.138;10.0.2.16;443;45594;2;0x00000303;4865;43,51;;;
45.57.16.138;10.0.2.16;443;45596;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.16.156;46228;443;1;0x00000303;10794,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;14906,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,2570,21;ipv4-c050-vie001-ix.1.oca.nflxvideo.net;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
45.57.16.156;10.0.2.16;443;46228;2;0x00000303;4865;43,51;;;
10.0.2.16;45.57.75.157;50922;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,35466,21;ipv4-c068-fra002-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.75.157;50920;443;1;0x00000303;39578,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,31354,21;ipv4-c068-fra002-ix.1.oca.nflxvideo.net;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0
10.0.2.16;45.57.75.157;50924;443;1;0x00000303;14906,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;56026,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;ipv4-c068-fra002-ix.1.oca.nflxvideo.net;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
45.57.75.157;10.0.2.16;443;50922;2;0x00000303;4865;43,51;;;
45.57.75.157;10.0.2.16;443;50920;2;0x00000303;4865;43,51;;;
45.57.75.157;10.0.2.16;443;50924;2;0x00000303;4865;43,51;;;
10.0.2.16;35.190.88.7;58044;443;1;0x00000303;4865,4866,4867,49195,49196,52393,49199,49200,52392,49161,49162,49171,49172,156,157,47,53;0,23,65281,10,11,35,16,5,13,51,45,43,21;sessions.bugsnag.com;0x0000001d,0x00000017,0x00000018;0
35.190.88.7;10.0.2.16;443;58044;2;0x00000303;4865;51,43;;;
10.0.2.16;52.213.240.6;36846;443;1;0x00000303;47802,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,10794,21;android-appboot.netflix.com;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
52.213.240.6;10.0.2.16;443;36846;2;0x00000303;49199;65281,11;;;0,1,2
10.0.2.16;54.170.173.133;36188;443;1;0x00000303;6682,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;31354,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,51914,21;android-h2.prod.ftl.netflix.com;0x0000caca,0x0000001d,0x00000017,0x00000018;0
54.170.173.133;10.0.2.16;443;36188;2;0x00000303;4865;51,43;;;
10.0.2.16;52.211.179.103;60508;443;1;0x00000303;43690,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;2570,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,27242,21;android.prod.cloud.netflix.com;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
52.211.179.103;10.0.2.16;443;60508;2;0x00000303;4865;51,43;;;
10.0.2.16;45.57.17.148;52918;443;1;0x00000303;31354,4865,4866,4867,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;19018,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,64250,21;ipv4-c039-vie001-ix.1.oca.nflxvideo.net;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0
